('0000000000.png', 8, 'person', 0.0, 0, 0.3371313020090261, 247, 163, 267, 218, 1.123859114759064, 3.172078033371168, None, 14.224116103008926, -1.8689207228755107, 40.580911568570826, 0.3371313020090261, 257.0, 190.5, 37.10748514476457)
('0000000000.png', 7, 'car', 0.0, 0, -0.19773877910326831, 316, 161, 339, 228, 1.7262839646023806, 0.6046014618961024, None, -4.970030986414261, -1.0712235334474705, 24.805879842213002, -0.19773877910326831, 327.5, 194.5, 22.6826796680593)
('0000000000.png', 6, 'bicycle', 0.0, 0, -0.3841439276981866, 279, 160, 305, 228, 1.7040371002624255, 0.6392760530493149, None, -14.557725138116824, -2.17930300654314, 36.01385119187357, -0.3841439276981866, 292.0, 194.0, 32.931331417976686)
('0000000000.png', 5, 'person', 0.0, 0, 0.2667990603398307, 962, 185, 1065, 221, 1.1110861451620266, 3.19603816525472, None, 10.873493343351212, -1.8537725437289632, 39.78373312164998, 0.2667990603398307, 1013.5, 203.0, 36.37853928737895)
('0000000000.png', 4, 'person', 0.0, 0, -0.3341717811566953, 214, 156, 237, 217, 1.7021778261512424, 0.660054953858328, None, -11.287214153678484, -1.7586635513544047, 32.50993217816018, -0.3341717811566953, 225.5, 186.5, 29.72732200261089)
('0000000000.png', 3, 'car', 0.0, 0, -0.30632118860026347, 447, 162, 478, 251, 3.324987167634191, 1.1610115132219754, None, -12.990187029057472, -1.9727773164484224, 34.42302197915305, 2.83527146498953, 462.5, 206.5, inf)
('0000000000.png', 2, 'person', 0.0, 0, -0.36084612605853694, 1053, 185, 1153, 221, 1.472355781538461, 0.5445750485933871, None, 'inf', 'inf', 'inf', -0.36084612605853694, 1103.0, 203.0, 31.47666544086731)
('0000000000.png', 1, 'person', 'inf', 0, 'inf', 352, 171, 412, 284, 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 'inf', 382.0, 227.5, 'inf')
('0000000001.png', 8, 'person', 0.0, 0, -0.18924821368465183, 246, 161, 266, 217, 1.5542442002418042, 0.5967885190810343, None, -4.363331360589602, -0.9526712400072906, 22.780219358421675, -0.18924821368465183, 256.0, 189.0, 20.830400766349292)
('0000000001.png', 7, 'car', 0.0, 0, 0.3372428168581463, 316, 163, 341, 229, 1.1173041856263808, 3.172698945570339, None, 14.200566355104213, -1.862190986325185, 40.49925661985297, 0.3372428168581463, 328.5, 196.0, 37.032819256803315)
('0000000001.png', 6, 'bicycle', 0.0, 0, -0.3840864429898816, 280, 160, 305, 227, 1.7861109741081336, 0.6725723773626626, None, -15.28580220787512, -2.303414848305069, 37.821273038167604, -0.3840864429898816, 292.5, 193.5, 34.584051298316254)
('0000000001.png', 5, 'person', 0.0, 0, 0.2666720603424184, 962, 185, 1064, 221, 1.1423156432891446, 3.278845173507806, None, 11.187560398592826, -1.909330134951394, 40.953286149075325, 0.2666720603424184, 1013.0, 203.0, 37.44798721039732)
('0000000001.png', 4, 'person', 0.0, 0, -0.3335093537145739, 214, 156, 237, 217, 1.6828993617473031, 0.6406050281743632, None, -11.20358515961638, -1.7641702121809228, 32.33818155449544, -0.3335093537145739, 225.5, 186.5, 29.57027196430719)
('0000000001.png', 3, 'car', 0.0, 0, -0.36141548067946916, 456, 163, 489, 253, 1.5794653244414434, 0.5173389182327952, None, -13.206064111582899, -2.0465270465023364, 34.9348532696279, -0.3614154806794696, 472.5, 208.0, 31.944687751697586)
('0000000001.png', 2, 'person', 0.0, 0, -0.305804366801985, 1053, 186, 1153, 221, 3.6379133026728603, 1.3812127874606261, None, -22.617567187909252, -3.766548194483986, 71.64088353060042, -0.305804366801985, 1103.0, 203.5, 65.50895282077536)
('0000000002.png', 9, 'person', 0.0, 0, -0.18431079373242598, 306, 170, 377, 294, 1.5549906822957666, 0.6803943542689694, None, -4.2392050708274365, -0.9211004354923018, 22.739272764755142, -0.18431079373242598, 341.5, 232.0, 20.79295889879434)
